# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:35:08 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
#
pl_name	hostname	st_teff	st_tefferr1	st_tefferr2	st_tefflim	st_rad	st_raderr1	st_raderr2	st_mass	st_masserr1	st_masserr2	st_masslim	st_rotp	st_rotperr1	st_rotperr2	st_rotplim
Kepler-551 b	Kepler-551	4202.00	122.00	-122.00	0	0.67			0.66			0				
Kepler-551 b	Kepler-551	4202.00	84.00	-84.00	0	0.64	0.03	-0.03								
Kepler-551 b	Kepler-551	4286.00	37.81	-34.92	0	0.63	0.02	-0.02	0.65	0.03	-0.03	0				
Kepler-551 b	Kepler-551	3797.00	98.00	-58.00	0	0.48	0.06	-0.06	0.51	0.06	-0.06	0				
Kepler-551 b	Kepler-551	3797.00	98.00	-58.00	0	0.48	0.06	-0.06	0.51	0.06	-0.06	0				
Kepler-552 b	Kepler-552	5794.09	26.10	-26.10	0	1.07			1.04			0				
Kepler-552 b	Kepler-552	5863.00	103.85	-100.72	0	1.04	0.22	-0.10	1.03	0.06	-0.06	0				
Kepler-552 b	Kepler-552	6091.00	146.00	-197.00	0	1.02	0.52	-0.09	1.09	0.23	-0.13	0				
Kepler-552 b	Kepler-552	6045.00	100.00	-100.00	0	1.00	0.43	-0.43	1.03	0.10	-0.10	0				
Kepler-552 b	Kepler-552	5794.09	26.10	-26.10	0	1.07			1.04			0				
Kepler-552 b	Kepler-552	6091.00	146.00	-197.00	0	1.02	0.52	-0.09	1.09	0.23	-0.13	0				
Kepler-552 b	Kepler-552	6094.00	213.00	-213.00	0	1.04	0.08	-0.07								
Kepler-552 b	Kepler-552	5794.09	26.10	-26.10	0	1.07			1.04			0				
Kepler-552 b	Kepler-552	6091.00	146.00	-197.00	0	1.02	0.52	-0.09	1.09	0.23	-0.13	0				
Kepler-552 b	Kepler-552	6099.00	171.00	-214.00	0	1.03	0.36	-0.12	1.10	0.15	-0.15	0				
Kepler-553 b	Kepler-553	5234.00	103.00	-103.00	0	0.85	0.08	-0.04	0.93	0.03	-0.06	0				
Kepler-553 b	Kepler-553	5262.00	116.00	-116.00	0	0.83	0.70	-0.70	0.79	0.16	-0.16	0				
Kepler-553 b	Kepler-553	5104.00	25.00	-25.00	0	0.95			0.86			0				
Kepler-553 b	Kepler-553	5551.00	179.00	-162.00	0	0.90	0.35	-0.08	0.95	0.08	-0.08	0				
Kepler-553 b	Kepler-553	5104.00	25.00	-25.00	0	0.95			0.86			0				
Kepler-553 b	Kepler-553	5551.00	179.00	-162.00	0	0.90	0.35	-0.08	0.95	0.08	-0.08	0				
Kepler-553 b	Kepler-553	5266.00	88.28	-74.44	0	0.85	0.02	-0.02	0.92	0.03	-0.03	0				
Kepler-553 b	Kepler-553	5104.00	25.00	-25.00	0	0.95			0.86			0				
Kepler-553 b	Kepler-553	5182.00	104.00	-104.00	0	0.87	0.04	-0.04								
Kepler-553 b	Kepler-553	5551.00	179.00	-162.00	0	0.90	0.35	-0.08	0.95	0.08	-0.08	0				
Kepler-553 c	Kepler-553	5104.00	25.00	-25.00	0	0.95			0.86			0				
Kepler-553 c	Kepler-553	5234.00	103.00	-103.00	0	0.85	0.08	-0.04	0.93	0.03	-0.06	0				
Kepler-553 c	Kepler-553	5182.00	104.00	-104.00	0	0.87	0.04	-0.04								
Kepler-553 c	Kepler-553	5104.00	25.00	-25.00	0	0.95			0.86			0				
Kepler-553 c	Kepler-553	5262.00	116.00	-116.00	0	0.83	0.70	-0.70	0.79	0.16	-0.16	0				
Kepler-553 c	Kepler-553	5266.00	88.28	-74.44	0	0.85	0.02	-0.02	0.92	0.03	-0.03	0				
Kepler-553 c	Kepler-553	5551.00	179.00	-162.00	0	0.90	0.35	-0.08	0.95	0.08	-0.08	0				
Kepler-553 c	Kepler-553	5551.00	179.00	-162.00	0	0.90	0.35	-0.08	0.95	0.08	-0.08	0				
Kepler-553 c	Kepler-553	5551.00	179.00	-162.00	0	0.90	0.35	-0.08	0.95	0.08	-0.08	0				
Kepler-554 b	Kepler-554	5438.00	158.00	-140.00	0	0.82	0.25	-0.05	0.94	0.06	-0.08	0				
Kepler-554 b	Kepler-554	5438.00	158.00	-140.00	0	0.82	0.25	-0.05	0.94	0.06	-0.08	0				
Kepler-554 b	Kepler-554	5344.00	122.00	-122.00	0	1.02			0.92			0				
Kepler-554 b	Kepler-554	5344.00	122.00	-122.00	0	1.02			0.92			0				
Kepler-554 b	Kepler-554	5438.00	158.00	-140.00	0	0.82	0.25	-0.05	0.94	0.06	-0.08	0				
Kepler-554 b	Kepler-554	5344.00	122.00	-122.00	0	1.02			0.92			0				
Kepler-554 b	Kepler-554	5363.00	92.00	-92.00	0	0.76	0.22	-0.22	0.86	0.04	-0.04	0				
Kepler-554 b	Kepler-554	5447.00	76.54	-66.56	0	0.92	0.06	-0.04	0.93	0.04	-0.03	0				
Kepler-554 b	Kepler-554	5400.00	107.00	-107.00	0	0.94	0.11	-0.07	0.93	0.05	-0.05	0				
Kepler-554 b	Kepler-554	5458.00	109.00	-109.00	0	0.97	0.04	-0.04								
Kepler-555 b	Kepler-555	5834.00	163.00	-143.00	0	0.80	0.36	-0.06	0.88	0.11	-0.08	0				
Kepler-555 b	Kepler-555	5889.00	80.00	-80.00	0	0.90	0.32	-0.32	1.00	0.06	-0.06	0				
Kepler-555 b	Kepler-555	5834.00	163.00	-143.00	0	0.80	0.36	-0.06	0.88	0.11	-0.08	0				
Kepler-555 b	Kepler-555	5901.00	122.00	-122.00	0	1.30			1.07			0				
Kepler-555 b	Kepler-555	5837.00	158.00	-158.00	0	0.80	0.21	-0.06	0.89	0.09	-0.10	0				
Kepler-555 b	Kepler-555	5845.00	205.00	-205.00	0	1.33	0.10	-0.09								
Kepler-555 b	Kepler-555	5901.00	122.00	-122.00	0	1.30			1.07			0				
Kepler-555 b	Kepler-555	5834.00	163.00	-143.00	0	0.80	0.36	-0.06	0.88	0.11	-0.08	0				
Kepler-555 b	Kepler-555	5901.00	122.00	-122.00	0	1.30			1.07			0				
Kepler-555 b	Kepler-555	5894.00	117.98	-162.81	0	1.04	0.21	-0.10	1.03	0.07	-0.07	0				
Kepler-556 b	Kepler-556	5550.00	110.00	-110.00	0	0.95	0.12	-0.10	0.89	0.07	-0.04	0				
Kepler-556 b	Kepler-556	5641.00	113.00	-113.00	0	0.92	0.04	-0.04								
Kepler-556 b	Kepler-556	5934.00	93.00	-93.00	0	0.92	0.49	-0.49	1.01	0.11	-0.11	0				
Kepler-556 b	Kepler-556	5957.00	154.00	-181.00	0	0.94	0.39	-0.08	1.03	0.14	-0.13	0				
Kepler-556 b	Kepler-556	5618.34	128.88	-128.88	0	1.00			0.99			0				
Kepler-556 b	Kepler-556	5957.00	154.00	-181.00	0	0.94	0.39	-0.08	1.03	0.14	-0.13	0				
Kepler-556 b	Kepler-556	5618.34	128.88	-128.88	0	1.00			0.99			0				
Kepler-556 b	Kepler-556	5740.00	57.53	-49.06	0	0.98	0.08	-0.05	1.00	0.03	-0.04	0				
Kepler-556 b	Kepler-556	5957.00	154.00	-181.00	0	0.94	0.39	-0.08	1.03	0.14	-0.13	0				
Kepler-556 b	Kepler-556	5618.34	128.88	-128.88	0	1.00			0.99			0				
Kepler-557 b	Kepler-557	6187.00	186.00	-227.00	0	1.03	0.43	-0.12	1.00	0.17	-0.12	0				
Kepler-557 b	Kepler-557	5838.35	141.46	-141.46	0	2.26			1.05			0				
Kepler-557 b	Kepler-557	5838.35	141.46	-141.46	0	2.26			1.05			0				
Kepler-557 b	Kepler-557	6190.00	217.00	-217.00	0	2.20	0.21	-0.19								
Kepler-557 b	Kepler-557	5838.35	141.46	-141.46	0	2.26			1.05			0				
Kepler-557 b	Kepler-557	6187.00	197.00	-241.00	0	1.03	0.33	-0.14	1.00	0.16	-0.12	0				
Kepler-557 b	Kepler-557	5935.00	200.00	-200.00	0	1.08	0.30	-0.30	1.09	0.30	-0.30	0				
Kepler-557 b	Kepler-557	6187.00	186.00	-227.00	0	1.03	0.43	-0.12	1.00	0.17	-0.12	0				
Kepler-557 b	Kepler-557	6187.00	186.00	-227.00	0	1.03	0.43	-0.12	1.00	0.17	-0.12	0				
Kepler-557 b	Kepler-557	6068.00	151.79	-199.33	0	1.16	0.35	-0.16	1.11	0.12	-0.09	0				
Kepler-558 b	Kepler-558	5204.00	126.00	-126.00	0	0.79			0.88			0				
Kepler-558 b	Kepler-558	5292.00	172.00	-137.00	0	0.80	0.23	-0.06	0.86	0.08	-0.08	0				
Kepler-558 b	Kepler-558	5204.00	126.00	-126.00	0	0.79			0.88			0				
Kepler-558 b	Kepler-558	5242.00	93.27	-66.35	0	0.81	0.05	-0.05	0.85	0.04	-0.05	0				
Kepler-558 b	Kepler-558	5295.00	185.00	-185.00	0	0.82	0.06	-0.06								
Kepler-558 b	Kepler-558	5292.00	172.00	-137.00	0	0.80	0.23	-0.06	0.86	0.08	-0.08	0				
Kepler-558 b	Kepler-558	5292.00	172.00	-137.00	0	0.80	0.23	-0.06	0.86	0.08	-0.08	0				
Kepler-558 b	Kepler-558	5204.00	126.00	-126.00	0	0.79			0.88			0				
Kepler-558 b	Kepler-558	5257.00	77.00	-77.00	0	0.77	0.51	-0.51	0.81	0.08	-0.08	0				
Kepler-558 b	Kepler-558	5295.00	159.00	-143.00	0	0.80	0.13	-0.07	0.86	0.07	-0.09	0				
Kepler-559 b	Kepler-559	5433.00	81.00	-73.00	0	1.11	0.19	-0.19	0.90	0.06	-0.04	0				
Kepler-559 b	Kepler-559	5437.00	122.00	-122.00	0	0.98			0.95			0				
Kepler-559 b	Kepler-559	5437.00	122.00	-122.00	0	0.98			0.95			0				
Kepler-559 b	Kepler-559	5602.00	164.00	-152.00	0	1.10	0.39	-0.18	0.94	0.11	-0.07	0				
Kepler-559 b	Kepler-559	5517.00	110.00	-110.00	0	0.98	0.57	-0.57	0.84	0.14	-0.14	0				
Kepler-559 b	Kepler-559	5437.00	122.00	-122.00	0	0.98			0.95			0				
Kepler-559 b	Kepler-559	5630.00	200.63	-197.22	0	0.95	0.17	-0.09	0.96	0.07	-0.06	0				
Kepler-559 b	Kepler-559	5602.00	164.00	-152.00	0	1.10	0.39	-0.18	0.94	0.11	-0.07	0				
Kepler-559 b	Kepler-559	5433.00	109.00	-109.00	0	0.94	0.04	-0.04								
Kepler-559 b	Kepler-559	5602.00	164.00	-152.00	0	1.10	0.39	-0.18	0.94	0.11	-0.07	0				
Kepler-56 b	Kepler-56	4911.00	58.19	-33.59	0	4.19	0.19	-0.21	1.29	0.04	-0.03	0				
Kepler-56 b	Kepler-56	4931.00			0	3.14			1.37			0				
Kepler-56 b	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 b	Kepler-56	4912.00	98.00	-98.00	0	4.14	0.20	-0.19								
Kepler-56 b	Kepler-56	4931.00	50.00	-50.00	0	3.14	0.37	-0.37	1.36	0.09	-0.09	0				
Kepler-56 b	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 b	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 b	Kepler-56								1.40	0.20	-0.30	0				
Kepler-56 b	Kepler-56	4838.00	65.00	-79.00	0	4.36	0.30	-0.64	1.38	0.16	-0.32	0				
Kepler-56 b	Kepler-56	4819.44	74.95	-74.95	0	4.22										
Kepler-56 b	Kepler-56					4.23			1.32			0				
Kepler-56 b	Kepler-56	4819.44	74.95	-74.95	0	4.22										
Kepler-56 b	Kepler-56	4819.44	74.95	-74.95	0	4.22										
Kepler-56 b	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 c	Kepler-56	4819.44	74.95	-74.95	0	4.22										
Kepler-56 c	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 c	Kepler-56	4911.00	58.19	-33.59	0	4.19	0.19	-0.21	1.29	0.04	-0.03	0				
Kepler-56 c	Kepler-56	4931.00	50.00	-50.00	0	3.14	0.37	-0.37	1.36	0.09	-0.09	0				
Kepler-56 c	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 c	Kepler-56	4819.44	74.95	-74.95	0	4.22										
Kepler-56 c	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 c	Kepler-56	4912.00	98.00	-98.00	0	4.14	0.20	-0.19								
Kepler-56 c	Kepler-56	4819.44	74.95	-74.95	0	4.22										
Kepler-56 c	Kepler-56	4931.00			0	3.14			1.37			0				
Kepler-56 c	Kepler-56	4840.00	97.00	-97.00	0	4.23	0.15	-0.15	1.32	0.13	-0.13	0				
Kepler-56 c	Kepler-56	4838.00	65.00	-79.00	0	4.36	0.30	-0.64	1.38	0.16	-0.32	0				
Kepler-56 c	Kepler-56					4.23			1.32			0				
Kepler-56 c	Kepler-56								1.40	0.20	-0.30	0				
Kepler-56 d	Kepler-56	4819.44	74.95	-74.95	0	4.22										
Kepler-560 b	Kepler-560	3726.00	200.00	-200.00	0	0.48	0.02	-0.02	0.49	0.03	-0.03	0				
Kepler-560 b	Kepler-560	3556.00	30.41	-23.60	0	0.33	0.02	-0.02	0.34	0.02	-0.02	0				
Kepler-560 b	Kepler-560	3569.00	157.00	-157.00	0	0.41	0.01	-0.01	0.40	0.02	-0.02	0				
Kepler-560 b	Kepler-560	3389.00	68.00	-68.00	0	0.40	0.01	-0.01								
Kepler-560 b	Kepler-560	3569.00	157.00	-157.00	0	0.41	0.01	-0.01	0.40	0.02	-0.02	0				
Kepler-560 b	Kepler-560	3387.00	59.00	-50.00	0	0.30	0.05	-0.05	0.30	0.05	-0.05	0				
Kepler-560 b	Kepler-560	3430.00	48.00	-48.00	0	0.27	0.04	-0.03	0.27	0.05	-0.04	0	50.47	2.52	-2.52	0
Kepler-560 b	Kepler-560	3387.00	59.00	-50.00	0	0.30	0.05	-0.05	0.30	0.05	-0.05	0				
Kepler-560 b	Kepler-560	3387.00	59.00	-50.00	0	0.30	0.05	-0.05	0.30	0.05	-0.05	0				
Kepler-560 b	Kepler-560	3395.00	74.00	-67.00	0	0.28	0.06	-0.05	0.27	0.07	-0.06	0				
Kepler-560 b	Kepler-560	3569.00	157.00	-157.00	0	0.41	0.01	-0.01	0.40	0.02	-0.02	0				
Kepler-560 b	Kepler-560	3502.00	44.00	-39.00	0	0.38	0.03	-0.03	0.38	0.03	-0.03	0				
Kepler-561 b	Kepler-561	5592.00	150.00	-166.00	0	0.95	0.27	-0.11	0.97	0.09	-0.09	0				
Kepler-561 b	Kepler-561	5408.89	109.23	-109.23	0	0.93			0.94			0				
Kepler-561 b	Kepler-561	5408.89	109.23	-109.23	0	0.93			0.94			0				
Kepler-561 b	Kepler-561	5592.00	154.00	-153.00	0	0.95	0.36	-0.09	0.97	0.10	-0.08	0				
Kepler-561 b	Kepler-561	5592.00	154.00	-153.00	0	0.95	0.36	-0.09	0.97	0.10	-0.08	0				
Kepler-561 b	Kepler-561	5479.00	110.00	-110.00	0	0.89	0.04	-0.04								
Kepler-561 b	Kepler-561	5488.00	103.00	-103.00	0	0.90	0.44	-0.44	0.85	0.07	-0.07	0				
Kepler-561 b	Kepler-561	5408.89	109.23	-109.23	0	0.93			0.94			0				
Kepler-561 b	Kepler-561	5592.00	154.00	-153.00	0	0.95	0.36	-0.09	0.97	0.10	-0.08	0				
Kepler-561 b	Kepler-561	5646.00	175.40	-189.65	0	0.94	0.16	-0.08	0.96	0.07	-0.06	0				
Kepler-561 c	Kepler-561	5592.00	154.00	-153.00	0	0.95	0.36	-0.09	0.97	0.10	-0.08	0				
Kepler-561 c	Kepler-561	5592.00	154.00	-153.00	0	0.95	0.36	-0.09	0.97	0.10	-0.08	0				
Kepler-561 c	Kepler-561	5408.89	109.23	-109.23	0	0.93			0.94			0				
Kepler-561 c	Kepler-561	5592.00	154.00	-153.00	0	0.95	0.36	-0.09	0.97	0.10	-0.08	0				
Kepler-561 c	Kepler-561	5646.00	175.40	-189.65	0	0.94	0.16	-0.08	0.96	0.07	-0.06	0				
Kepler-561 c	Kepler-561	5592.00	150.00	-166.00	0	0.95	0.27	-0.11	0.97	0.09	-0.09	0				
Kepler-561 c	Kepler-561	5479.00	110.00	-110.00	0	0.89	0.04	-0.04								
Kepler-561 c	Kepler-561	5408.89	109.23	-109.23	0	0.93			0.94			0				
Kepler-561 c	Kepler-561	5408.89	109.23	-109.23	0	0.93			0.94			0				
Kepler-561 c	Kepler-561	5488.00	103.00	-103.00	0	0.90	0.44	-0.44	0.85	0.07	-0.07	0				
Kepler-562 b	Kepler-562	5815.00	158.00	-161.00	0	0.88	0.39	-0.07	0.97	0.11	-0.11	0				
Kepler-562 b	Kepler-562	5815.00	158.00	-161.00	0	0.88	0.39	-0.07	0.97	0.11	-0.11	0				
Kepler-562 b	Kepler-562	5575.00	83.81	-85.33	0	0.90	0.11	-0.06	0.93	0.05	-0.05	0				
Kepler-562 b	Kepler-562	5803.00	92.00	-92.00	0	0.88	0.36	-0.36	0.97	0.07	-0.07	0				
Kepler-562 b	Kepler-562	5597.00	122.00	-122.00	0	1.08			0.99			0				
Kepler-562 b	Kepler-562	5597.00	122.00	-122.00	0	1.08			0.99			0				
Kepler-562 b	Kepler-562	5815.00	158.00	-161.00	0	0.88	0.39	-0.07	0.97	0.11	-0.11	0				
Kepler-562 b	Kepler-562	5597.00	122.00	-122.00	0	1.08			0.99			0				
Kepler-562 b	Kepler-562	5815.00	146.00	-160.00	0	0.88	0.28	-0.07	0.97	0.12	-0.12	0				
Kepler-562 b	Kepler-562	5823.00	204.00	-204.00	0	1.08	0.08	-0.08								
Kepler-563 b	Kepler-563	5157.00	170.00	-135.00	0	0.82	0.23	-0.08	0.77	0.13	-0.06	0				
Kepler-563 b	Kepler-563	5157.00	153.00	-153.00	0	0.82	0.09	-0.10	0.77	0.10	-0.06	0				
Kepler-563 b	Kepler-563	5040.89	104.57	-104.57	0	0.79			0.84			0				
Kepler-563 b	Kepler-563	5157.00	180.00	-180.00	0	0.77	0.06	-0.05								
Kepler-563 b	Kepler-563	5157.00	170.00	-135.00	0	0.82	0.23	-0.08	0.77	0.13	-0.06	0				
Kepler-563 b	Kepler-563	5129.00	76.00	-76.00	0	0.77	0.25	-0.25	0.76	0.05	-0.05	0				
Kepler-563 b	Kepler-563	5157.00	170.00	-135.00	0	0.82	0.23	-0.08	0.77	0.13	-0.06	0				
Kepler-563 b	Kepler-563	5040.89	104.57	-104.57	0	0.79			0.84			0				
Kepler-563 b	Kepler-563	5066.00	80.00	-61.96	0	0.77	0.04	-0.05	0.80	0.04	-0.05	0				
Kepler-563 b	Kepler-563	5040.89	104.57	-104.57	0	0.79			0.84			0				
Kepler-564 b	Kepler-564	5582.29	60.89	-60.89	0	0.99			0.99			0				
Kepler-564 b	Kepler-564	5780.00	202.00	-202.00	0	0.95	0.07	-0.07								
Kepler-564 b	Kepler-564	5776.00	153.00	-181.00	0	0.95	0.37	-0.08	1.07	0.16	-0.14	0				
Kepler-564 b	Kepler-564	5674.00	105.00	-105.00	0	0.84	0.35	-0.35	0.94	0.07	-0.07	0				
Kepler-564 b	Kepler-564	5626.00	144.83	-126.35	0	0.92	0.13	-0.07	0.95	0.06	-0.06	0				
Kepler-564 b	Kepler-564	5776.00	156.00	-174.00	0	0.95	0.27	-0.09	1.07	0.09	-0.15	0				
Kepler-564 b	Kepler-564	5582.29	60.89	-60.89	0	0.99			0.99			0				
Kepler-564 b	Kepler-564	5776.00	153.00	-181.00	0	0.95	0.37	-0.08	1.07	0.16	-0.14	0				
Kepler-564 b	Kepler-564	5776.00	153.00	-181.00	0	0.95	0.37	-0.08	1.07	0.16	-0.14	0				
Kepler-564 b	Kepler-564	5582.29	60.89	-60.89	0	0.99			0.99			0				
Kepler-565 b	Kepler-565															
Kepler-565 b	Kepler-565															
Kepler-565 b	Kepler-565	5876.00	161.00	-156.00	0	0.84	0.38	-0.06	0.93	0.11	-0.10	0				
Kepler-565 b	Kepler-565	5905.00	88.00	-88.00	0	0.90	0.42	-0.42	1.01	0.09	-0.09	0				
Kepler-565 b	Kepler-565	5873.00	158.00	-158.00	0	0.84	0.25	-0.08	0.93	0.11	-0.11	0				
Kepler-565 b	Kepler-565	5876.00	161.00	-156.00	0	0.84	0.38	-0.06	0.93	0.11	-0.10	0				
Kepler-565 b	Kepler-565	5735.00	80.65	-75.30	0	0.95	0.13	-0.07	0.98	0.04	-0.06	0				
Kepler-565 b	Kepler-565	5876.00	161.00	-156.00	0	0.84	0.38	-0.06	0.93	0.11	-0.10	0				
Kepler-566 b	Kepler-566	4766.00	95.00	-95.00	0	0.75	0.03	-0.03								
Kepler-566 b	Kepler-566	5141.00	74.00	-74.00	0	0.78	0.43	-0.43	0.76	0.07	-0.07	0				
Kepler-566 b	Kepler-566	5132.00	59.73	-80.24	0	0.79	0.04	-0.04	0.83	0.04	-0.05	0				
Kepler-566 b	Kepler-566	4768.00	85.00	-76.00	0	0.78	0.03	-0.04	0.76	0.04	-0.03	0				
Kepler-566 b	Kepler-566	5140.00	163.00	-136.00	0	0.78	0.16	-0.08	0.74	0.13	-0.06	0				
Kepler-566 b	Kepler-566	4889.31	57.74	-57.74	0	0.76			0.80			0				
Kepler-566 b	Kepler-566	4889.31	57.74	-57.74	0	0.76			0.80			0				
Kepler-566 b	Kepler-566	4889.31	57.74	-57.74	0	0.76			0.80			0				
Kepler-566 b	Kepler-566	5140.00	163.00	-136.00	0	0.78	0.16	-0.08	0.74	0.13	-0.06	0				
Kepler-566 b	Kepler-566	5140.00	163.00	-136.00	0	0.78	0.16	-0.08	0.74	0.13	-0.06	0				
Kepler-567 b	Kepler-567	5091.00	106.00	-106.00	0	0.75	0.74	-0.74	0.75	0.16	-0.16	0				
Kepler-567 b	Kepler-567	4960.00	122.00	-122.00	0	0.85			0.82			0				
Kepler-567 b	Kepler-567	5148.00	106.09	-92.59	0	0.79	0.04	-0.04	0.84	0.04	-0.04	0				
Kepler-567 b	Kepler-567	5215.00	173.00	-157.00	0	0.87	0.13	-0.08	0.90	0.05	-0.07	0				
Kepler-567 b	Kepler-567	4960.00	122.00	-122.00	0	0.85			0.82			0				
Kepler-567 b	Kepler-567	5214.00	182.00	-182.00	0	0.77	0.06	-0.05								
Kepler-567 b	Kepler-567	5215.00	185.00	-147.00	0	0.87	0.25	-0.07	0.90	0.07	-0.07	0				
Kepler-567 b	Kepler-567	4960.00	122.00	-122.00	0	0.85			0.82			0				
Kepler-567 b	Kepler-567	5215.00	185.00	-147.00	0	0.87	0.25	-0.07	0.90	0.07	-0.07	0				
Kepler-567 b	Kepler-567	5215.00	185.00	-147.00	0	0.87	0.25	-0.07	0.90	0.07	-0.07	0				
Kepler-568 b	Kepler-568	3640.00	157.00	-157.00	0	0.54	0.02	-0.02	0.54	0.02	-0.02	0				
Kepler-568 b	Kepler-568	3744.00	50.00	-61.00	0	0.50	0.06	-0.06	0.52	0.06	-0.06	0				
Kepler-568 b	Kepler-568	3744.00	75.00	-75.00	0	0.55	0.01	-0.01								
Kepler-568 b	Kepler-568	3877.00	200.00	-200.00	0	0.50	0.03	-0.03	0.52	0.04	-0.04	0				
Kepler-568 b	Kepler-568	3744.00	75.00	-84.00	0	0.54	0.03	-0.04	0.55	0.03	-0.04	0				
Kepler-568 b	Kepler-568	3640.00	157.00	-157.00	0	0.54	0.02	-0.02	0.54	0.02	-0.02	0				
Kepler-568 b	Kepler-568	3640.00	157.00	-157.00	0	0.54	0.02	-0.02	0.54	0.02	-0.02	0				
Kepler-568 b	Kepler-568	3744.00	50.00	-61.00	0	0.50	0.06	-0.06	0.52	0.06	-0.06	0				
Kepler-568 b	Kepler-568	3744.00	50.00	-61.00	0	0.50	0.06	-0.06	0.52	0.06	-0.06	0				
Kepler-568 b	Kepler-568	3768.00	40.66	-39.79	0	0.53	0.02	-0.02	0.55	0.02	-0.02	0				
Kepler-569 b	Kepler-569	5851.00	154.00	-169.00	0	0.92	0.39	-0.08	1.01	0.12	-0.12	0				
Kepler-569 b	Kepler-569	5690.00	122.00	-122.00	0	0.91			1.01			0				
Kepler-569 b	Kepler-569	5690.00	122.00	-122.00	0	0.91			1.01			0				
Kepler-569 b	Kepler-569	5560.00	111.00	-111.00	0	0.94	0.04	-0.04								
Kepler-569 b	Kepler-569	5851.00	154.00	-169.00	0	0.92	0.39	-0.08	1.01	0.12	-0.12	0				
Kepler-569 b	Kepler-569	5690.00	122.00	-122.00	0	0.91			1.01			0				
Kepler-569 b	Kepler-569	5616.00	66.28	-55.02	0	0.93	0.07	-0.05	0.95	0.03	-0.04	0				
Kepler-569 b	Kepler-569	5515.00	109.00	-109.00	0	0.93	0.11	-0.08	0.89	0.06	-0.05	0				
Kepler-569 b	Kepler-569	5823.00	91.00	-91.00	0	0.89	0.42	-0.42	0.98	0.08	-0.08	0				
Kepler-569 b	Kepler-569	5851.00	154.00	-169.00	0	0.92	0.39	-0.08	1.01	0.12	-0.12	0				
Kepler-57 b	Kepler-57	5145.00			0	0.73			0.83			0				
Kepler-57 b	Kepler-57	5320.00	159.00	-143.00	0	0.79	0.12	-0.07	0.88	0.06	-0.10	0				
Kepler-57 b	Kepler-57	5203.00	104.00	-104.00	0	0.82	0.04	-0.04								
Kepler-57 b	Kepler-57	5294.00	80.00	-80.00	0	0.74	0.27	-0.27	0.84	0.05	-0.05	0				
Kepler-57 b	Kepler-57	5324.00	166.00	-140.00	0	0.79	0.18	-0.06	0.88	0.07	-0.10	0				
Kepler-57 b	Kepler-57	5170.32	112.85	-112.85	0	0.84			0.88			0				
Kepler-57 b	Kepler-57					0.79			0.88			0				
Kepler-57 b	Kepler-57	5324.00	166.00	-140.00	0	0.79	0.18	-0.06	0.88	0.07	-0.10	0				
Kepler-57 b	Kepler-57	5324.00	166.00	-140.00	0	0.79	0.18	-0.06	0.88	0.07	-0.10	0				
Kepler-57 b	Kepler-57	5390.00	168.36	-152.25	0	0.84	0.08	-0.06	0.88	0.05	-0.06	0				
Kepler-57 b	Kepler-57	5170.32	112.85	-112.85	0	0.84			0.88			0				
Kepler-57 b	Kepler-57	5170.32	112.85	-112.85	0	0.84			0.88			0				
Kepler-57 c	Kepler-57	5203.00	104.00	-104.00	0	0.82	0.04	-0.04								
Kepler-57 c	Kepler-57	5145.00			0	0.73			0.83			0				
Kepler-57 c	Kepler-57	5324.00	166.00	-140.00	0	0.79	0.18	-0.06	0.88	0.07	-0.10	0				
