# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:33:05 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rotp:        Stellar Rotational Period [days]
#
pl_name,hostname,st_teff,st_rad,st_mass,st_rotp
TOI-2180 b,TOI-2180,5695.00,1.64,1.11,
TOI-2184 b,TOI-2184,5966.00,2.90,1.53,
TOI-2184 b,TOI-2184,5731.80,3.15,,
TOI-220 b,TOI-220,5298.00,0.86,0.82,
TOI-220 b,TOI-220,5272.71,0.88,,
TOI-2202 b,TOI-2202,5064.00,0.82,,
TOI-2202 b,TOI-2202,5144.00,0.79,0.82,
TOI-2202 c,TOI-2202,5144.00,0.79,0.82,
TOI-2257 b,TOI-2257,3446.00,0.33,,
TOI-2257 b,TOI-2257,3430.00,0.31,0.33,
TOI-2260 b,TOI-2260,5534.00,0.94,0.99,8.45
TOI-2285 b,TOI-2285,3491.00,0.46,0.45,
TOI-2285 b,TOI-2285,3546.00,0.46,,
TOI-2337 b,TOI-2337,4780.00,3.22,1.32,
TOI-237 b,TOI-237,3139.00,0.21,,
TOI-237 b,TOI-237,3212.00,0.21,0.18,102.00
TOI-237 b,TOI-237,3212.00,0.21,0.18,102.00
TOI-2406 b,TOI-2406,3100.00,0.20,0.16,
TOI-2406 b,TOI-2406,3163.00,0.20,,
TOI-2411 b,TOI-2411,4099.00,0.68,0.65,
TOI-2427 b,TOI-2427,4072.00,0.65,0.64,
TOI-2445 b,TOI-2445,3333.00,0.27,0.25,
TOI-251 b,TOI-251,5875.00,0.88,1.04,3.84
TOI-251 b,TOI-251,5862.00,0.96,,
TOI-251 b,TOI-251,5875.00,0.88,1.04,3.84
TOI-257 b,TOI-257,6382.70,1.77,,
TOI-257 b,TOI-257,6095.00,1.87,1.41,
TOI-2669 b,TOI-2669,4800.00,4.10,1.19,
TOI-269 b,TOI-269,3514.00,0.40,0.39,
TOI-269 b,TOI-269,3607.00,0.40,,
TOI-270 b,TOI-270,3386.00,0.38,0.40,
TOI-270 b,TOI-270,3506.00,0.38,0.39,
TOI-270 b,TOI-270,3551.00,0.41,,
TOI-270 c,TOI-270,3551.00,0.37,,
TOI-270 c,TOI-270,3506.00,0.38,0.39,
TOI-270 c,TOI-270,3386.00,0.38,0.40,
TOI-270 d,TOI-270,3506.00,0.38,0.39,
TOI-270 d,TOI-270,3386.00,0.38,0.40,
TOI-270 d,TOI-270,3551.00,0.41,,
TOI-3362 b,TOI-3362,6532.00,1.83,1.45,
TOI-3362 b,TOI-3362,6509.80,1.80,,
TOI-3629 b,TOI-3629,3870.00,0.60,0.63,
TOI-3714 b,TOI-3714,3660.00,0.51,0.53,23.30
TOI-421 b,TOI-421,5325.00,0.87,0.85,43.24
TOI-421 c,TOI-421,5718.00,0.86,,
TOI-421 c,TOI-421,5325.00,0.87,0.85,43.24
TOI-431 b,TOI-431,4850.00,0.73,0.78,30.50
TOI-431 b,TOI-431,4891.00,0.73,,
TOI-431 c,TOI-431,4850.00,0.73,0.78,30.50
TOI-431 d,TOI-431,4850.00,0.73,0.78,30.50
TOI-431 d,TOI-431,4891.00,0.73,,
TOI-4329 b,TOI-4329,6000.00,2.31,1.54,
TOI-4479 b,TOI-4479,3400.00,0.45,0.45,
TOI-451 b,TOI-451,5550.00,0.88,0.95,5.10
TOI-451 c,TOI-451,5550.00,0.88,0.95,5.10
TOI-451 d,TOI-451,5550.00,0.88,0.95,5.10
TOI-481 b,TOI-481,5735.00,1.66,1.14,
TOI-481 b,TOI-481,5735.00,1.66,1.14,
TOI-481 b,TOI-481,5760.00,1.73,,
TOI-500 b,TOI-500,4621.00,0.75,0.88,
TOI-500 b,TOI-500,4440.00,0.68,0.74,
TOI-500 c,TOI-500,4440.00,0.68,0.74,
TOI-500 d,TOI-500,4440.00,0.68,0.74,
TOI-500 e,TOI-500,4440.00,0.68,0.74,
TOI-519 b,TOI-519,3225.00,0.36,,
TOI-519 b,TOI-519,3350.00,0.37,0.37,
TOI-530 b,TOI-530,3659.00,0.54,0.53,
TOI-530 b,TOI-530,3688.00,0.54,,
TOI-532 b,TOI-532,3927.00,0.61,0.64,
TOI-532 b,TOI-532,3946.00,0.61,,
TOI-540 b,TOI-540,3216.00,0.19,0.16,0.73
TOI-540 b,TOI-540,3042.00,0.20,,
TOI-540 b,TOI-540,3216.00,0.19,0.16,0.73
TOI-544 b,TOI-544,4369.00,0.66,0.85,
TOI-558 b,TOI-558,6466.00,1.50,1.35,
TOI-558 b,TOI-558,6025.80,1.76,,
TOI-559 b,TOI-559,5925.00,1.23,1.03,
TOI-559 b,TOI-559,5972.00,1.21,,
TOI-561 b,TOI-561,5391.00,0.88,,
TOI-561 b,TOI-561,5455.00,0.85,0.79,
TOI-561 b,TOI-561,5326.00,0.83,0.81,
TOI-561 c,TOI-561,5455.00,0.85,0.79,
TOI-561 c,TOI-561,5391.00,0.88,,
TOI-561 c,TOI-561,5326.00,0.83,0.81,
TOI-561 d,TOI-561,5455.00,0.85,0.79,
TOI-561 e,TOI-561,5455.00,0.85,0.79,
TOI-561 f,TOI-561,5326.00,0.83,0.81,
TOI-561 f,TOI-561,5391.00,0.88,,
TOI-564 b,TOI-564,5752.00,1.12,,
TOI-564 b,TOI-564,5640.00,1.09,1.00,
TOI-620 b,TOI-620,3708.00,0.55,0.58,8.99
TOI-628 b,TOI-628,6250.00,1.34,1.31,
TOI-628 b,TOI-628,6174.00,1.38,,
TOI-640 b,TOI-640,6460.00,2.08,1.54,
TOI-640 b,TOI-640,6442.00,2.09,,
TOI-674 b,TOI-674,3514.00,0.42,0.42,52.00
TOI-674 b,TOI-674,3467.00,0.42,,
TOI-677 b,TOI-677,6295.00,1.28,1.18,
TOI-677 b,TOI-677,6446.00,1.29,,
TOI-677 b,TOI-677,6295.00,1.28,1.18,
TOI-700 b,TOI-700,3482.00,0.42,,
TOI-700 b,TOI-700,3480.00,0.42,0.42,54.00
TOI-700 b,TOI-700,3461.00,0.42,0.41,
TOI-700 c,TOI-700,3461.00,0.42,0.41,
TOI-700 c,TOI-700,3482.00,1.00,,
TOI-700 c,TOI-700,3480.00,0.42,0.42,54.00
TOI-700 d,TOI-700,3480.00,0.42,0.42,54.00
TOI-700 d,TOI-700,3482.00,1.00,,
TOI-700 d,TOI-700,3461.00,0.42,0.41,
TOI-763 b,TOI-763,5450.00,0.90,0.92,27.00
TOI-763 b,TOI-763,5767.00,1.13,,
TOI-763 c,TOI-763,5767.00,1.13,,
TOI-763 c,TOI-763,5450.00,0.90,0.92,27.00
TOI-776 b,TOI-776,3806.00,0.55,,
TOI-776 b,TOI-776,3709.00,0.54,0.54,34.40
TOI-776 c,TOI-776,3806.00,0.55,,
TOI-776 c,TOI-776,3709.00,0.54,0.54,34.40
TOI-813 b,TOI-813,5907.00,1.94,1.32,
TOI-813 b,TOI-813,5823.70,2.04,,
TOI-824 b,TOI-824,4600.00,0.69,0.71,
TOI-824 b,TOI-824,4600.00,0.69,0.71,
TOI-824 b,TOI-824,4452.00,0.73,,
TOI-833 b,TOI-833,3920.00,0.60,0.61,
TOI-837 b,TOI-837,6047.00,1.02,1.12,3.00
TOI-837 b,TOI-837,6047.00,1.02,1.12,3.00
TOI-837 b,TOI-837,6513.00,1.01,,
TOI-849 b,TOI-849,5311.00,0.92,,
TOI-849 b,TOI-849,5373.80,0.92,0.93,
TOI-892 b,TOI-892,6261.00,1.39,1.28,
TOI-892 b,TOI-892,6261.00,1.39,1.28,
TOI-892 b,TOI-892,7723.00,1.35,,
TOI-905 b,TOI-905,5570.00,0.92,0.97,
TOI-905 b,TOI-905,5570.00,0.92,0.97,
TOI-905 b,TOI-905,5565.00,1.00,,
TOI-942 b,TOI-942,4969.00,0.89,0.88,3.39
TOI-942 b,TOI-942,4945.00,0.91,,
TOI-942 b,TOI-942,4928.00,1.02,0.79,3.40
TOI-942 c,TOI-942,4928.00,1.02,0.79,3.40
TOI-942 c,TOI-942,4969.00,0.89,0.88,3.39
TOI-954 b,TOI-954,5710.00,1.89,1.20,
TOI-954 b,TOI-954,5756.00,1.93,,
TOI-954 b,TOI-954,5710.00,1.89,1.20,
TRAPPIST-1 b,TRAPPIST-1,2559.00,0.12,0.08,
TRAPPIST-1 b,TRAPPIST-1,2566.00,0.12,0.09,
TRAPPIST-1 b,TRAPPIST-1,2550.00,0.12,0.08,1.40
TRAPPIST-1 b,TRAPPIST-1,,0.11,0.09,
TRAPPIST-1 b,TRAPPIST-1,,,0.09,
TRAPPIST-1 c,TRAPPIST-1,2566.00,0.12,0.09,
TRAPPIST-1 c,TRAPPIST-1,,,0.09,
TRAPPIST-1 c,TRAPPIST-1,,0.11,0.09,
TRAPPIST-1 c,TRAPPIST-1,2559.00,0.12,0.08,
TRAPPIST-1 c,TRAPPIST-1,2550.00,0.12,0.08,1.40
TRAPPIST-1 d,TRAPPIST-1,2559.00,0.12,0.08,
TRAPPIST-1 d,TRAPPIST-1,2566.00,0.12,0.09,
TRAPPIST-1 d,TRAPPIST-1,,,0.09,
TRAPPIST-1 e,TRAPPIST-1,2559.00,0.12,0.08,
TRAPPIST-1 e,TRAPPIST-1,2566.00,0.12,0.09,
TRAPPIST-1 e,TRAPPIST-1,,,0.09,
TRAPPIST-1 f,TRAPPIST-1,2559.00,0.12,0.08,
TRAPPIST-1 f,TRAPPIST-1,,,0.09,
TRAPPIST-1 f,TRAPPIST-1,2566.00,0.12,0.09,
TRAPPIST-1 g,TRAPPIST-1,2566.00,0.12,0.09,
TRAPPIST-1 g,TRAPPIST-1,2559.00,0.12,0.08,
TRAPPIST-1 g,TRAPPIST-1,,,0.09,
TRAPPIST-1 h,TRAPPIST-1,2566.00,0.12,0.09,
TRAPPIST-1 h,TRAPPIST-1,,,0.09,
TRAPPIST-1 h,TRAPPIST-1,,0.11,0.09,
TRAPPIST-1 h,TRAPPIST-1,2559.00,0.12,0.08,
TYC 0434-04538-1 b,TYC 0434-04538-1,4679.00,9.99,1.04,169.00
TYC 1422-614-1 b,TYC 1422-614-1,4806.00,6.85,1.15,
TYC 1422-614-1 c,TYC 1422-614-1,4806.00,6.85,1.15,
TYC 2187-512-1 b,TYC 2187-512-1,3734.00,0.49,0.50,40.00
TYC 3318-01333-1 b,TYC 3318-01333-1,4776.00,5.90,1.19,198.00
TYC 3667-1280-1 b,TYC 3667-1280-1,5130.00,6.26,1.87,99.00
TYC 4282-00605-1 b,TYC 4282-00605-1,4300.00,16.21,0.97,
TYC 8998-760-1 b,TYC 8998-760-1,4573.00,,1.00,
TYC 8998-760-1 c,TYC 8998-760-1,,,1.00,
Teegarden's Star b,Teegarden's Star,2904.00,0.11,0.09,
Teegarden's Star c,Teegarden's Star,2904.00,0.11,0.09,
TrES-1 b,TrES-1,5242.82,0.86,0.90,
TrES-1 b,TrES-1,5250.00,0.85,0.88,
TrES-1 b,TrES-1,5230.00,0.81,0.88,
TrES-1 b,TrES-1,5230.00,0.81,0.88,
TrES-1 b,TrES-1,5226.00,0.82,0.89,
TrES-1 b,TrES-1,,0.81,0.89,
TrES-1 b,TrES-1,5230.00,0.85,1.04,
TrES-1 b,TrES-1,5230.00,0.81,0.88,
TrES-1 b,TrES-1,5242.82,0.86,0.90,
TrES-1 b,TrES-1,5242.82,0.86,0.90,
TrES-1 b,TrES-1,,0.82,0.87,
TrES-2 b,TrES-2,5850.00,1.00,0.98,
TrES-2 b,TrES-2,5850.00,0.95,0.94,
TrES-2 b,TrES-2,5850.00,1.00,0.98,
TrES-2 b,TrES-2,5850.00,0.95,0.94,
TrES-2 b,TrES-2,5854.00,1.02,1.06,
TrES-2 b,TrES-2,5850.00,1.00,0.98,
TrES-2 b,TrES-2,5819.00,1.05,,
TrES-2 b,TrES-2,5854.00,1.02,1.06,
TrES-2 b,TrES-2,5795.00,1.00,1.05,
TrES-2 b,TrES-2,5850.00,1.00,0.98,
TrES-2 b,TrES-2,5850.00,1.00,0.98,
TrES-2 b,TrES-2,5795.00,1.00,1.05,
TrES-2 b,TrES-2,,,0.94,
TrES-2 b,TrES-2,5850.00,1.00,0.98,
TrES-2 b,TrES-2,5850.00,,,
TrES-2 b,TrES-2,5860.00,0.97,0.99,
TrES-2 b,TrES-2,5854.00,1.02,1.06,
TrES-2 b,TrES-2,,1.00,0.98,
TrES-2 b,TrES-2,5854.00,1.02,1.06,
TrES-2 b,TrES-2,5854.00,1.02,1.06,
TrES-2 b,TrES-2,,0.96,,
TrES-2 b,TrES-2,5850.00,1.12,1.36,
TrES-2 b,TrES-2,5814.00,1.06,0.99,
TrES-2 b,TrES-2,5850.00,0.95,0.94,
TrES-2 b,TrES-2,5820.00,0.96,0.97,
TrES-2 b,TrES-2,5850.00,0.95,0.94,
TrES-2 b,TrES-2,5850.00,0.96,0.99,
TrES-2 b,TrES-2,5960.00,1.00,1.08,
TrES-2 b,TrES-2,,0.94,0.98,
TrES-2 b,TrES-2,5850.00,0.95,0.99,
TrES-3 b,TrES-3,,,0.93,
TrES-3 b,TrES-3,5650.00,0.81,0.92,
TrES-3 b,TrES-3,5650.00,0.83,0.93,
TrES-3 b,TrES-3,5650.00,0.82,0.92,
TrES-3 b,TrES-3,5650.00,0.82,0.93,
TrES-3 b,TrES-3,5489.00,0.82,0.96,
TrES-3 b,TrES-3,5720.00,0.80,0.90,
TrES-3 b,TrES-3,5650.00,0.81,0.92,
TrES-3 b,TrES-3,5650.00,0.83,0.93,
TrES-3 b,TrES-3,,0.82,0.93,
TrES-3 b,TrES-3,5650.00,0.83,0.93,
TrES-4 b,TrES-4,6200.00,1.82,1.39,
TrES-4 b,TrES-4,6295.00,1.81,1.45,
TrES-4 b,TrES-4,6295.00,1.81,1.45,
TrES-4 b,TrES-4,6200.00,1.92,1.29,
TrES-4 b,TrES-4,6200.00,,,
TrES-4 b,TrES-4,6200.00,1.66,1.08,
TrES-4 b,TrES-4,6200.00,1.82,1.39,
TrES-4 b,TrES-4,,1.85,1.40,
TrES-4 b,TrES-4,6184.00,2.01,1.18,
TrES-4 b,TrES-4,,,1.34,
TrES-4 b,TrES-4,6200.00,1.83,1.34,
TrES-5 b,TrES-5,5171.00,0.87,0.89,
TrES-5 b,TrES-5,5171.00,0.87,0.90,
TrES-5 b,TrES-5,5171.00,0.87,0.89,
TrES-5 b,TrES-5,,0.85,,
TrES-5 b,TrES-5,5171.00,0.87,0.89,
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,,0.81,
USco CTIO 108 b,USco CTIO 108,2700.00,,0.06,
USco1556 b,USco1556 A,3410.00,,0.33,4.67
USco1621 b,USco1621 A,3460.00,,0.36,2.06
UZ For b,UZ For,,,0.70,
UZ For c,UZ For,,,0.70,
V0391 Peg b,V0391 Peg,29300.00,0.23,0.50,
V1298 Tau b,V1298 Tau,4970.00,1.31,1.10,2.87
V1298 Tau b,V1298 Tau,,1.34,1.10,2.87
V1298 Tau c,V1298 Tau,,1.34,1.10,2.87
V1298 Tau d,V1298 Tau,,1.34,1.10,2.87
V1298 Tau e,V1298 Tau,,1.34,1.10,2.87
V830 Tau b,V830 Tau,4250.00,2.00,1.00,2.74
V830 Tau b,V830 Tau,4250.00,2.00,1.00,2.74
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,,,0.06,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,,,0.06,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2620.00,,0.07,
WASP-1 b,WASP-1,6110.00,,,
WASP-1 b,WASP-1,,1.47,1.24,
WASP-1 b,WASP-1,,,1.27,
WASP-1 b,WASP-1,,1.52,1.30,
WASP-1 b,WASP-1,6110.00,1.46,1.24,
WASP-1 b,WASP-1,6110.00,,,
WASP-1 b,WASP-1,,1.52,1.30,
WASP-1 b,WASP-1,6110.00,1.52,1.30,
WASP-1 b,WASP-1,6213.00,1.47,1.26,
WASP-1 b,WASP-1,6200.00,1.24,1.15,
WASP-10 b,WASP-10,,,0.75,
WASP-10 b,WASP-10,4675.00,0.78,0.70,
WASP-10 b,WASP-10,4675.00,,,
WASP-10 b,WASP-10,4700.00,,,
WASP-10 b,WASP-10,4675.00,0.70,0.75,
WASP-10 b,WASP-10,4675.00,0.78,0.70,
WASP-10 b,WASP-10,4675.00,0.70,0.75,
WASP-10 b,WASP-10,4680.00,0.70,0.75,11.91
WASP-100 b,WASP-100,6900.00,2.00,1.57,
WASP-100 b,WASP-100,6900.00,,1.57,
WASP-100 b,WASP-100,6900.00,,1.57,
WASP-100 b,WASP-100,6900.00,1.57,0.77,
WASP-100 b,WASP-100,,2.00,1.57,
WASP-100 b,WASP-100,6733.00,1.77,1.44,
WASP-101 b,WASP-101,6380.00,1.31,1.41,
WASP-101 b,WASP-101,6400.00,1.29,1.34,
WASP-101 b,WASP-101,6380.00,1.31,1.41,
WASP-101 b,WASP-101,6380.00,1.29,1.34,
WASP-101 b,WASP-101,6400.00,1.29,1.34,
WASP-103 b,WASP-103,6110.00,1.44,1.22,
WASP-103 b,WASP-103,6110.00,1.44,1.22,
WASP-103 b,WASP-103,,1.41,1.21,
WASP-103 b,WASP-103,6110.00,1.44,1.22,
WASP-103 b,WASP-103,6110.00,1.44,1.22,
WASP-104 b,WASP-104,5475.00,0.96,1.08,
WASP-104 b,WASP-104,5475.00,0.96,1.08,
WASP-104 b,WASP-104,5450.00,0.96,1.08,
WASP-105 b,WASP-105,5070.00,0.90,0.89,
WASP-105 b,WASP-105,5070.00,0.90,0.89,
WASP-106 b,WASP-106,6055.00,1.31,0.93,
WASP-106 b,WASP-106,6000.00,1.39,1.19,
WASP-106 b,WASP-106,6055.00,1.31,0.93,
WASP-106 b,WASP-106,6055.00,1.39,1.19,
WASP-107 b,WASP-107,4430.00,0.66,0.69,
WASP-107 b,WASP-107,4430.00,0.66,0.69,
WASP-107 b,WASP-107,4430.00,0.66,0.69,17.10
WASP-107 b,WASP-107,4233.20,0.73,,
WASP-107 b,WASP-107,4425.00,0.67,0.68,17.00
WASP-107 b,WASP-107,,0.66,0.69,17.50
WASP-107 c,WASP-107,4425.00,0.67,0.68,17.00
WASP-11 b,WASP-11,,,0.83,
WASP-11 b,WASP-11,4800.00,0.74,0.77,
WASP-11 b,WASP-11,4800.00,0.74,0.77,
WASP-11 b,WASP-11,4900.00,0.77,0.81,
WASP-11 b,WASP-11,4900.00,0.77,0.81,
WASP-11 b,WASP-11,4800.00,0.89,1.42,
WASP-11 b,WASP-11,4980.00,0.79,0.83,
WASP-110 b,WASP-110,5400.00,,,
WASP-113 b,WASP-113,5890.00,1.61,1.32,10.56
WASP-113 b,WASP-113,5890.00,1.61,1.32,10.56
WASP-113 b,WASP-113,5890.00,1.61,1.32,10.56
WASP-114 b,WASP-114,5940.00,1.43,1.29,9.96
WASP-114 b,WASP-114,5940.00,1.43,1.29,9.96
WASP-117 b,WASP-117,6040.00,1.17,1.13,
WASP-117 b,WASP-117,6038.00,1.17,1.13,
WASP-117 b,WASP-117,5984.90,1.28,1.10,
WASP-117 b,WASP-117,6040.00,1.22,1.29,
WASP-117 b,WASP-117,6040.00,1.22,1.29,
WASP-118 b,WASP-118,6410.00,1.70,1.32,6.12
WASP-118 b,WASP-118,,1.75,1.32,
WASP-118 b,WASP-118,,1.38,,
WASP-118 b,WASP-118,,1.70,1.32,
WASP-119 b,WASP-119,5650.00,1.20,1.02,
WASP-119 b,WASP-119,5650.00,1.20,1.02,
WASP-119 b,WASP-119,5650.00,1.14,1.00,
WASP-119 b,WASP-119,5650.00,1.20,1.02,
WASP-12 b,WASP-12,6250.00,1.62,1.38,
WASP-12 b,WASP-12,,,1.38,
WASP-12 b,WASP-12,6300.00,1.57,1.35,
WASP-12 b,WASP-12,,,,
WASP-12 b,WASP-12,6300.00,1.59,1.20,
WASP-12 b,WASP-12,6154.00,1.75,1.17,
WASP-12 b,WASP-12,6300.00,1.57,1.35,
WASP-12 b,WASP-12,6300.00,,,
WASP-12 b,WASP-12,6154.00,1.75,1.17,
WASP-12 b,WASP-12,6154.00,1.75,1.17,
WASP-12 b,WASP-12,6300.00,1.57,1.35,
WASP-12 b,WASP-12,6360.00,1.66,1.43,
WASP-12 b,WASP-12,6360.00,1.66,1.43,
WASP-12 b,WASP-12,6250.00,1.62,1.38,
WASP-120 b,WASP-120,6450.00,1.87,1.39,
WASP-120 b,WASP-120,6450.00,1.87,1.39,
WASP-121 b,WASP-121,,1.46,,
WASP-121 b,WASP-121,6459.00,1.46,1.35,
WASP-121 b,WASP-121,6459.00,1.46,1.35,
WASP-121 b,WASP-121,6776.00,1.52,1.45,
WASP-121 b,WASP-121,,,,
WASP-121 b,WASP-121,6459.00,1.46,1.35,
WASP-121 b,WASP-121,,1.46,1.36,1.13
WASP-123 b,WASP-123,5740.00,1.28,1.17,
WASP-124 b,WASP-124,6050.00,1.02,1.07,
WASP-124 b,WASP-124,6050.00,1.02,1.07,
WASP-124 b,WASP-124,6050.00,1.02,1.07,
WASP-126 b,WASP-126,5800.00,1.27,1.12,
WASP-126 b,WASP-126,5800.00,1.27,1.12,
WASP-126 b,WASP-126,5800.00,1.24,,
WASP-126 b,WASP-126,5800.00,1.27,1.12,
WASP-126 b,WASP-126,5675.54,1.24,1.01,
WASP-126 c,WASP-126,5800.00,1.27,1.12,
WASP-127 b,WASP-127,5620.00,1.39,1.08,
WASP-127 b,WASP-127,5828.01,1.35,1.05,
WASP-127 b,WASP-127,,1.33,0.95,
WASP-129 b,WASP-129,5900.00,0.90,1.00,
WASP-13 b,WASP-13,5830.00,1.66,1.22,
WASP-13 b,WASP-13,5826.00,1.66,1.22,
WASP-13 b,WASP-13,5950.00,1.37,0.72,
WASP-13 b,WASP-13,,1.56,1.09,
WASP-13 b,WASP-13,5989.00,,1.19,
WASP-13 b,WASP-13,5950.00,1.37,0.72,
WASP-130 b,WASP-130,5625.00,0.96,1.04,
WASP-130 b,WASP-130,5625.00,0.96,1.04,
WASP-131 b,WASP-131,6030.00,1.53,1.06,
WASP-131 b,WASP-131,6030.00,1.53,1.06,
WASP-132 b,WASP-132,4714.00,0.75,0.78,33.00
WASP-132 b,WASP-132,4775.00,0.74,0.80,
WASP-132 b,WASP-132,4775.00,0.74,0.80,
WASP-132 b,WASP-132,4775.00,0.74,0.80,
WASP-132 c,WASP-132,4714.00,0.75,0.78,33.00
WASP-133 b,WASP-133,5700.00,1.44,1.16,
WASP-133 b,WASP-133,5700.00,1.44,1.16,
WASP-135 b,WASP-135,5675.00,0.96,0.98,
WASP-135 b,WASP-135,5675.00,0.96,0.98,
WASP-135 b,WASP-135,5675.00,0.96,0.98,
WASP-136 b,WASP-136,6260.00,2.21,1.41,
WASP-136 b,WASP-136,6260.00,2.21,1.41,
WASP-138 b,WASP-138,6272.00,1.36,1.22,
WASP-138 b,WASP-138,6272.00,1.36,1.22,
WASP-139 b,WASP-139,5310.00,0.80,0.92,
WASP-14 b,WASP-14,6500.00,,,
WASP-14 b,WASP-14,6475.00,1.31,1.21,
WASP-14 b,WASP-14,6475.00,1.40,1.62,
WASP-14 b,WASP-14,6475.00,1.32,1.30,
WASP-14 b,WASP-14,,,1.35,
WASP-14 b,WASP-14,6475.00,1.67,1.35,
WASP-14 b,WASP-14,,,,
WASP-14 b,WASP-14,6475.00,1.31,1.21,
WASP-14 b,WASP-14,6480.00,1.31,1.21,
WASP-140 b,WASP-140,5260.00,0.87,0.90,
WASP-140 b,WASP-140,5260.00,0.87,0.90,
WASP-141 b,WASP-141,5900.00,1.37,1.25,
WASP-141 b,WASP-141,5900.00,1.37,1.25,
WASP-142 b,WASP-142,6010.00,1.64,1.33,
WASP-142 b,WASP-142,6010.00,1.64,1.33,
WASP-144 b,WASP-144,5200.00,0.81,0.81,
WASP-144 b,WASP-144,5200.00,0.81,0.81,
WASP-145 A b,WASP-145 A,4900.00,0.68,0.76,
WASP-147 b,WASP-147,5702.00,1.43,1.04,
WASP-148 b,WASP-148,5460.00,1.03,1.00,26.20
WASP-148 b,WASP-148,5701.00,0.97,,
WASP-148 c,WASP-148,5460.00,1.03,1.00,26.20
WASP-15 b,WASP-15,6300.00,1.48,1.18,
WASP-15 b,WASP-15,6300.00,1.48,1.18,
WASP-15 b,WASP-15,6300.00,1.48,1.18,
WASP-15 b,WASP-15,6300.00,1.44,1.18,
WASP-15 b,WASP-15,6300.00,1.48,1.18,
WASP-15 b,WASP-15,6405.00,1.52,1.30,
WASP-15 b,WASP-15,6300.00,1.48,1.18,
WASP-15 b,WASP-15,,,1.30,
WASP-150 b,WASP-150,6218.00,1.65,1.39,
WASP-150 b,WASP-150,6218.00,1.65,1.39,
WASP-151 b,WASP-151,,1.18,1.08,
WASP-151 b,WASP-151,5871.00,1.14,1.08,
WASP-153 b,WASP-153,5914.00,1.73,1.34,
WASP-153 b,WASP-153,5914.00,1.73,1.34,
WASP-153 b,WASP-153,5914.00,1.73,1.34,
WASP-156 b,WASP-156,4910.00,0.76,0.84,
WASP-156 b,WASP-156,4910.00,0.76,0.84,
WASP-157 b,WASP-157,5838.00,1.13,1.26,
WASP-157 b,WASP-157,5772.00,1.10,1.06,
WASP-157 b,WASP-157,5773.00,1.04,1.07,
WASP-157 b,WASP-157,5838.00,1.13,1.26,
WASP-157 b,WASP-157,,1.20,,
WASP-157 b,WASP-157,,1.13,,
WASP-157 b,WASP-157,5753.00,1.10,1.03,
WASP-157 b,WASP-157,5753.00,1.10,1.03,
WASP-158 b,WASP-158,6350.00,1.39,1.38,
WASP-159 b,WASP-159,6120.00,2.11,1.41,
WASP-159 b,WASP-159,6120.00,2.11,1.41,
WASP-16 b,WASP-16,,,0.98,
WASP-16 b,WASP-16,5700.00,1.14,1.78,
WASP-16 b,WASP-16,5700.00,0.95,1.02,
WASP-16 b,WASP-16,5630.00,1.09,0.98,
WASP-16 b,WASP-16,5700.00,1.14,1.78,
WASP-16 b,WASP-16,5700.00,0.95,1.02,
WASP-16 b,WASP-16,,,,
WASP-16 b,WASP-16,5700.00,0.95,1.02,
WASP-160 B b,WASP-160 B,5298.00,0.87,0.87,
WASP-161 b,WASP-161,6400.00,1.71,1.39,
WASP-161 b,WASP-161,6400.00,1.71,1.39,
WASP-162 b,WASP-162,5300.00,1.11,0.95,
WASP-163 b,WASP-163,5500.00,1.01,0.97,
WASP-164 b,WASP-164,5806.00,0.93,0.95,
WASP-164 b,WASP-164,5806.00,0.93,0.95,
WASP-165 b,WASP-165,5599.00,1.75,1.25,
WASP-166 b,WASP-166,6050.00,1.22,1.19,12.10
WASP-166 b,WASP-166,6313.00,1.25,,
WASP-166 b,WASP-166,6050.00,1.22,1.19,12.10
WASP-167 b,WASP-167,7000.00,1.79,1.59,1.81
WASP-167 b,WASP-167,7000.00,1.79,1.59,1.81
WASP-167 b,WASP-167,7000.00,1.79,1.59,1.81
WASP-168 b,WASP-168,6000.00,1.12,1.08,
WASP-169 b,WASP-169,6110.00,2.01,1.34,
WASP-169 b,WASP-169,6110.00,2.01,1.34,
WASP-17 b,WASP-17,,1.58,1.29,
WASP-17 b,WASP-17,6650.00,1.58,1.20,
WASP-17 b,WASP-17,6550.00,1.38,1.20,
WASP-17 b,WASP-17,6548.00,1.57,1.35,
WASP-17 b,WASP-17,6550.00,1.49,2.28,
WASP-17 b,WASP-17,6650.00,1.57,1.31,
WASP-17 b,WASP-17,6548.00,1.57,1.35,
WASP-17 b,WASP-17,6550.00,1.49,2.28,
WASP-17 b,WASP-17,6650.00,1.57,1.31,
WASP-17 b,WASP-17,,,1.29,
WASP-17 b,WASP-17,,1.57,1.31,
